date,value
2021-10-13,1.4488571429
2021-10-14,1.5002857143
2021-10-15,1.4918571429
2021-10-16,1.5151428571
2021-10-17,1.5302857143
2021-10-18,1.586
2021-10-19,1.5837142857
2021-10-20,1.6124285714
2021-10-21,1.6297142857
2021-10-22,1.6434285714
2021-10-23,1.6244285714
2021-10-24,1.6741428571
2021-10-25,1.6458571429
2021-10-26,1.6241428571
2021-10-27,1.6191428571
2021-10-28,1.6378571429
2021-10-29,1.6484285714
2021-10-30,1.6241428571
2021-10-31,1.5598571429
2021-11-01,1.5755714286
2021-11-02,1.592
2021-11-03,1.5751428571
2021-11-04,1.5415714286
2021-11-05,1.5338571429
2021-11-06,1.5548571429
2021-11-07,1.5517142857
2021-11-08,1.552
2021-11-09,1.5355714286
2021-11-10,1.5648571429
2021-11-11,1.5518571429
2021-11-12,1.5558571429
2021-11-13,1.5635714286
2021-11-14,1.5702857143
2021-11-15,1.5392857143
2021-11-16,1.5191428571
2021-11-17,1.4677142857
2021-11-18,1.4378571429
2021-11-19,1.4071428571
2021-11-20,1.3492857143
2021-11-21,1.3085714286
2021-11-22,1.2734285714
2021-11-23,1.2705714286
2021-11-24,1.2565714286
2021-11-25,1.2352857143
2021-11-26,1.2137142857
2021-11-27,1.2148571429
2021-11-28,1.2194285714
2021-11-29,1.2177142857
2021-11-30,1.19
2021-12-01,1.2112857143
2021-12-02,1.2502857143
2021-12-03,1.2434285714
2021-12-04,1.2455714286
2021-12-05,1.2514285714
2021-12-06,1.2517142857
2021-12-07,1.2628571429
2021-12-08,1.2394285714
2021-12-09,1.202
2021-12-10,1.1957142857
2021-12-11,1.1682857143
2021-12-12,1.1211428571
2021-12-13,1.1052857143
2021-12-14,1.0691428571
2021-12-15,1.0178571429
2021-12-16,1.0055714286
2021-12-17,0.9735714286
2021-12-18,0.9712857143
2021-12-19,0.9734285714
2021-12-20,0.9878571429
2021-12-21,0.9931428571
2021-12-22,1.0385714286
2021-12-23,1.053
2021-12-24,1.0814285714
2021-12-25,1.0761428571
2021-12-26,1.0902857143
2021-12-27,1.0571428571
2021-12-28,1.046
2021-12-29,1.001
2021-12-30,0.984
2021-12-31,0.9982857143
2022-01-01,1.0112857143
2022-01-02,0.9894285714
2022-01-03,0.9961428571
2022-01-04,0.9911428571
2022-01-05,1.005
2022-01-06,0.982
2022-01-07,0.9371428571
2022-01-08,0.9044285714
2022-01-09,0.8927142857
2022-01-10,0.8928571429
2022-01-11,0.8841428571
2022-01-12,0.9112857143
2022-01-13,0.9324285714
2022-01-14,0.9557142857
2022-01-15,0.9891428571
2022-01-16,1.0061428571
2022-01-17,0.9852857143
2022-01-18,1.0077142857
2022-01-19,0.9918571429
2022-01-20,0.951
2022-01-21,0.8995714286
2022-01-22,0.8491428571
2022-01-23,0.8222857143
2022-01-24,0.8187142857
2022-01-25,0.7684285714
2022-01-26,0.7264285714
2022-01-27,0.7452857143
2022-01-28,0.7652857143
2022-01-29,0.774
2022-01-30,0.7738571429
2022-01-31,0.781
2022-02-01,0.7984285714
2022-02-02,0.8105714286
2022-02-03,0.8005714286
2022-02-04,0.7855714286
2022-02-05,0.8071428571
2022-02-06,0.8167142857
2022-02-07,0.8337142857
2022-02-08,0.8454285714
2022-02-09,0.8652857143
2022-02-10,0.8792857143
2022-02-11,0.9395714286
2022-02-12,0.9408571429
2022-02-13,0.9522857143
2022-02-14,0.9725714286
2022-02-15,0.986
2022-02-16,0.9852857143
2022-02-17,0.972
2022-02-18,0.933
2022-02-19,0.9105714286
2022-02-20,0.8707142857
2022-02-21,0.8307142857
2022-02-22,0.8051428571
2022-02-23,0.7785714286
2022-02-24,0.7772857143
2022-02-25,0.7555714286
2022-02-26,0.7472857143
2022-02-27,0.7907142857
2022-02-28,0.8194285714
2022-03-01,0.8277142857
2022-03-02,0.8535714286
2022-03-03,0.8572857143
2022-03-04,0.8567142857
2022-03-05,0.8551428571
2022-03-06,0.8348571429
2022-03-07,0.8055714286
2022-03-08,0.8022857143
2022-03-09,0.7912857143
2022-03-10,0.7902857143
2022-03-11,0.8165714286
2022-03-12,0.8312857143
2022-03-13,0.841
2022-03-14,0.8364285714
2022-03-15,0.8494285714
2022-03-16,0.8667142857
2022-03-17,0.8805714286
2022-03-18,0.8911428571
2022-03-19,0.9057142857
2022-03-20,0.911
2022-03-21,0.9294285714
2022-03-22,0.9265714286
2022-03-23,0.9227142857
2022-03-24,0.9432857143
2022-03-25,0.9572857143
2022-03-26,0.953
2022-03-27,0.9795714286
2022-03-28,0.9981428571
2022-03-29,1.0022857143
2022-03-30,1.003
2022-03-31,0.9952857143
2022-04-01,0.9757142857
2022-04-02,0.9834285714
2022-04-03,0.9812857143
2022-04-04,0.9705714286
2022-04-05,0.9741428571
2022-04-06,0.969
2022-04-07,0.9514285714
2022-04-08,0.9591428571
2022-04-09,0.9485714286
2022-04-10,0.908
2022-04-11,0.8985714286
2022-04-12,0.884
2022-04-13,0.8742857143
2022-04-14,0.8914285714
2022-04-15,0.8687142857
2022-04-16,0.8831428571
2022-04-17,0.885
2022-04-18,0.8644285714
2022-04-19,0.8834285714
2022-04-20,0.9121428571
2022-04-21,0.89
2022-04-22,0.9122857143
2022-04-23,0.917
2022-04-24,0.9405714286
2022-04-25,0.9447142857
2022-04-26,0.9458571429
2022-04-27,0.9121428571
2022-04-28,0.9215714286
2022-04-29,0.905
2022-04-30,0.8982857143
2022-05-01,0.8907142857
2022-05-02,0.8985714286
2022-05-03,0.8807142857
2022-05-04,0.8921428571
2022-05-05,0.8788571429
2022-05-06,0.8675714286
2022-05-07,0.8442857143
2022-05-08,0.8142857143
2022-05-09,0.796
2022-05-10,0.7622857143
2022-05-11,0.7242857143
2022-05-12,0.7111428571
2022-05-13,0.694
2022-05-14,0.6628571429
2022-05-15,0.6678571429
2022-05-16,0.6627142857
2022-05-17,0.6561428571
2022-05-18,0.6514285714
2022-05-19,0.636
2022-05-20,0.6304285714
2022-05-21,0.6282857143
2022-05-22,0.623
2022-05-23,0.6028571429
2022-05-24,0.612
2022-05-25,0.622
2022-05-26,0.6267142857
2022-05-27,0.6341428571
2022-05-28,0.6494285714
2022-05-29,0.6547142857
2022-05-30,0.679
2022-05-31,0.6745714286
2022-06-01,0.6675714286
2022-06-02,0.6742857143
2022-06-03,0.671
2022-06-04,0.6708571429
2022-06-05,0.667
2022-06-06,0.6762857143
2022-06-07,0.706
2022-06-08,0.719
2022-06-09,0.7198571429
2022-06-10,0.7248571429
2022-06-11,0.7035714286
2022-06-12,0.6651428571
2022-06-13,0.6245714286
2022-06-14,0.5877142857
2022-06-15,0.5438571429
2022-06-16,0.4981428571
2022-06-17,0.4672857143
2022-06-18,0.4524285714
2022-06-19,0.447
2022-06-20,0.4445714286
2022-06-21,0.4194285714
2022-06-22,0.4374285714
2022-06-23,0.4495714286
2022-06-24,0.4558571429
2022-06-25,0.46
2022-06-26,0.4624285714
2022-06-27,0.4592857143
2022-06-28,0.4694285714
2022-06-29,0.4715714286
2022-06-30,0.468
2022-07-01,0.4548571429
2022-07-02,0.4567142857
2022-07-03,0.4584285714
2022-07-04,0.4455714286
2022-07-05,0.4364285714
2022-07-06,0.4388571429
2022-07-07,0.4534285714
2022-07-08,0.4591428571
2022-07-09,0.464
2022-07-10,0.4544285714
2022-07-11,0.4668571429
2022-07-12,0.4581428571
2022-07-13,0.4392857143
2022-07-14,0.4335714286
2022-07-15,0.4394285714
2022-07-16,0.426
2022-07-17,0.437
2022-07-19,0.4377142857
2022-07-20,0.4608571429
2022-07-21,0.4714285714
2022-07-22,0.4832857143
2022-07-23,0.4932857143
2022-07-24,0.5044285714
2022-07-25,0.5154285714
2022-07-26,0.5351428571
2022-07-27,0.5388571429
2022-07-28,0.5508571429
2022-07-29,0.542
2022-07-30,0.5425714286
2022-07-31,0.546
2022-08-01,0.5508571429
2022-08-02,0.5408571429
2022-08-03,0.5328571429
2022-08-04,0.5332857143
2022-08-05,0.5491428571
2022-08-06,0.5528571429
2022-08-07,0.5594285714
2022-08-08,0.5544285714
2022-08-09,0.5605714286
2022-08-10,0.5698571429
2022-08-11,0.577
2022-08-12,0.5707142857
2022-08-13,0.5612857143
2022-08-14,0.5637142857
2022-08-15,0.5697142857
2022-08-16,0.5582857143
2022-08-17,0.5591428571
2022-08-18,0.5594285714
2022-08-19,0.5547142857
2022-08-20,0.5535714286
2022-08-21,0.5451428571
2022-08-22,0.5504285714
2022-08-23,0.5542857143
2022-08-24,0.5575714286
2022-08-25,0.5551428571
2022-08-26,0.5502857143
2022-08-27,0.5518571429
2022-08-28,0.5551428571
2022-08-29,0.5444285714
2022-08-30,0.5404285714
2022-08-31,0.5254285714
2022-09-01,0.5024285714
2022-09-02,0.5035714286
2022-09-03,0.5092857143
2022-09-04,0.5065714286
2022-09-05,0.4945714286
2022-09-06,0.493
2022-09-07,0.4861428571
2022-09-08,0.5011428571
2022-09-09,0.5144285714
